"","Sample","Measure","Value","ID","Core.Label","Plant.Bag","Site","Quad","Depth..m.","Date","group_16s"
"48","518528","Chao1",515,518528,"14","M16","FishPed",5,1.1,"6/24/2025","groupA"
"49","518535","Chao1",515,518535,"31","M26","PJ",9,0.5,"6/25/2025","groupA"
"50","518540","Chao1",515,518540,"12","M31","PJ",1,1,"6/25/2025","groupA"
"51","518542","Chao1",515,518542,"30","unlabelled","PJ",5,0.75,"6/25/2025","groupA"
"52","518545","Chao1",515,518545,"38","M37","CresB",3,1,"6/26/2025","groupB"
"53","518547","Chao1",515,518547,"39","M39","CresB",5,0.85,"6/26/2025","groupB"
"54","518549","Chao1",515,518549,"42","M41","CresB",7,1,"6/26/2025","groupB"
"55","518555","Chao1",515,518555,"35","M47","L3F",3,0.85,"6/27/2025","groupB"
"56","518557","Chao1",515,518557,"49","M89","L3F",5,0.8,"6/27/2025","groupB"
"57","518559","Chao1",515,518559,"51","M50","L3F",7,0.8,"6/27/2025","groupB"
"58","518563","Chao1",515,518563,"59","M55","CblSH",1,1.3,"6/30/2025","groupD"
"59","518565","Chao1",515,518565,"62","M61","CblSH",5,1.1,"6/30/2025","groupD"
"60","518567","Chao1",515,518567,"67","M58","CblSH",9,1.1,"6/30/2025","groupD"
"61","518568","Chao1",515,518568,"33","M66","CblD",1,3.2,"6/30/2025","groupD"
"62","518570","Chao1",515,518570,"36","M70","CblD",5,3.4,"6/30/2025","groupD"
"63","518571","Chao1",515,518571,"34","M72","CblD",7,3.4,"6/30/2025","groupD"
"64","518585","Chao1",515,518585,"77","M105","Crch",3,3.35,"7/2/2025","groupD"
"65","518587","Chao1",515,518587,"76","M103","Crch",5,3.04,"7/2/2025","groupD"
"66","518591","Chao1",515,518591,"83","M108","Crch",9,3.96,"7/2/2025","groupD"
"67","518595","Chao1",515,518595,"78","M149","SambD",3,3,"7/3/2025","groupC"
"68","518597","Chao1",515,518597,"72","M78","SambD",5,3.6,"7/3/2025","groupC"
"69","518601","Chao1",515,518601,"84","M77","SambD",9,3.2,"7/3/2025","groupC"
"70","518605","Chao1",515,518605,"95","M97","SambSH",3,2.2,"7/3/2025","groupC"
"71","518607","Chao1",515,518607,"93","M93","SambSH",5,2.1,"7/3/2025","groupC"
"72","518609","Chao1",515,518609,"96","M91","SambSH",7,2.1,"7/3/2025","groupC"
"73","518615","Chao1",515,518615,"103","M84","SacrD",3,3.2,"7/4/2025","groupD"
"74","518617","Chao1",515,518617,"102","M112","SacrD",5,3.1,"7/4/2025","groupD"
"75","518619","Chao1",515,518619,"100","M86","SacrD",7,3.1,"7/4/2025","groupD"
"76","518623","Chao1",515,518623,"114","M118","SacrSH",1,1.5,"7/7/2025","groupD"
"77","518627","Chao1",515,518627,"118","M120","SacrSH",5,1.5,"7/7/2025","groupD"
"78","518629","Chao1",515,518629,"119","M122","SacrSH",7,1.5,"7/7/2025","groupD"
"79","518633","Chao1",515,518633,"121","M132","TH",1,1,"7/9/2025","groupC"
"80","518637","Chao1",515,518637,"124","M129","TH",5,2.1,"7/9/2025","groupC"
"81","518641","Chao1",515,518641,"129","M123","TH",9,3.2,"7/9/2025","groupC"
"82","518645","Chao1",515,518645,"139","M133","PadH",3,4.6,"7/10/2025","groupC"
"83","518647","Chao1",515,518647,"130","M136","PadH",5,5.5,"7/10/2025","groupC"
"84","518651","Chao1",515,518651,"134","M139","PadH",9,5.8,"7/10/2025","groupC"
"85","518514","Shannon",2.96825532344997,518514,"2","M3","PH",3,0.6,"6/23/2025","groupA"
"86","518515","Shannon",2.96462782863489,518515,"3","M1","PH",1,0.65,"6/23/2025","groupA"
"87","518517","Shannon",2.87449862877651,518517,"5","M5","PH",5,0.5,"6/23/2025","groupA"
"88","518524","Shannon",2.83848040286168,518524,"13","M12","FishPed",9,1.1,"6/24/2025","groupA"
"89","518526","Shannon",2.69627666224,518526,"19","M14","FishPed",7,1.1,"6/24/2025","groupA"
"90","518528","Shannon",2.93175761450391,518528,"14","M16","FishPed",5,1.1,"6/24/2025","groupA"
"91","518535","Shannon",2.95379880019567,518535,"31","M26","PJ",9,0.5,"6/25/2025","groupA"
"92","518540","Shannon",2.90669930756866,518540,"12","M31","PJ",1,1,"6/25/2025","groupA"
"93","518542","Shannon",2.73083596679792,518542,"30","unlabelled","PJ",5,0.75,"6/25/2025","groupA"
"94","518545","Shannon",2.51527190217445,518545,"38","M37","CresB",3,1,"6/26/2025","groupB"
"95","518547","Shannon",2.50899876264676,518547,"39","M39","CresB",5,0.85,"6/26/2025","groupB"
"96","518549","Shannon",2.46345472004005,518549,"42","M41","CresB",7,1,"6/26/2025","groupB"
"97","518555","Shannon",2.69173183977966,518555,"35","M47","L3F",3,0.85,"6/27/2025","groupB"
"98","518557","Shannon",3.00486497105021,518557,"49","M89","L3F",5,0.8,"6/27/2025","groupB"
"99","518559","Shannon",2.81727577913327,518559,"51","M50","L3F",7,0.8,"6/27/2025","groupB"
"100","518563","Shannon",2.95098437061717,518563,"59","M55","CblSH",1,1.3,"6/30/2025","groupD"
"101","518565","Shannon",2.60476987234027,518565,"62","M61","CblSH",5,1.1,"6/30/2025","groupD"
"102","518567","Shannon",2.90480986430789,518567,"67","M58","CblSH",9,1.1,"6/30/2025","groupD"
"103","518568","Shannon",2.97815836884027,518568,"33","M66","CblD",1,3.2,"6/30/2025","groupD"
"104","518570","Shannon",3.10228408778965,518570,"36","M70","CblD",5,3.4,"6/30/2025","groupD"
"105","518571","Shannon",2.79796909804312,518571,"34","M72","CblD",7,3.4,"6/30/2025","groupD"
"106","518585","Shannon",2.61684830816719,518585,"77","M105","Crch",3,3.35,"7/2/2025","groupD"
"107","518587","Shannon",2.71236942593944,518587,"76","M103","Crch",5,3.04,"7/2/2025","groupD"
"108","518591","Shannon",2.72092869914393,518591,"83","M108","Crch",9,3.96,"7/2/2025","groupD"
"109","518595","Shannon",2.66206128671745,518595,"78","M149","SambD",3,3,"7/3/2025","groupC"
"110","518597","Shannon",2.7620094517889,518597,"72","M78","SambD",5,3.6,"7/3/2025","groupC"
"111","518601","Shannon",2.84839528568221,518601,"84","M77","SambD",9,3.2,"7/3/2025","groupC"
"112","518605","Shannon",2.61333893011935,518605,"95","M97","SambSH",3,2.2,"7/3/2025","groupC"
"113","518607","Shannon",2.54332356831495,518607,"93","M93","SambSH",5,2.1,"7/3/2025","groupC"
"114","518609","Shannon",2.41798747250629,518609,"96","M91","SambSH",7,2.1,"7/3/2025","groupC"
"115","518615","Shannon",2.64686596963781,518615,"103","M84","SacrD",3,3.2,"7/4/2025","groupD"
"116","518617","Shannon",2.5782805614313,518617,"102","M112","SacrD",5,3.1,"7/4/2025","groupD"
"117","518619","Shannon",2.87862245866005,518619,"100","M86","SacrD",7,3.1,"7/4/2025","groupD"
"118","518623","Shannon",2.93041975972283,518623,"114","M118","SacrSH",1,1.5,"7/7/2025","groupD"
"119","518627","Shannon",3.0444313174244,518627,"118","M120","SacrSH",5,1.5,"7/7/2025","groupD"
"120","518629","Shannon",2.59023678772308,518629,"119","M122","SacrSH",7,1.5,"7/7/2025","groupD"
"121","518633","Shannon",2.89904636196037,518633,"121","M132","TH",1,1,"7/9/2025","groupC"
"122","518637","Shannon",2.51339601555556,518637,"124","M129","TH",5,2.1,"7/9/2025","groupC"
"123","518641","Shannon",2.45604052895025,518641,"129","M123","TH",9,3.2,"7/9/2025","groupC"
"124","518645","Shannon",2.98237368070694,518645,"139","M133","PadH",3,4.6,"7/10/2025","groupC"
"125","518647","Shannon",2.66053036433534,518647,"130","M136","PadH",5,5.5,"7/10/2025","groupC"
"126","518651","Shannon",2.92062668510496,518651,"134","M139","PadH",9,5.8,"7/10/2025","groupC"
"127","518514","Simpson",0.744214529013653,518514,"2","M3","PH",3,0.6,"6/23/2025","groupA"
"128","518515","Simpson",0.739968258418532,518515,"3","M1","PH",1,0.65,"6/23/2025","groupA"
"129","518517","Simpson",0.69149512077384,518517,"5","M5","PH",5,0.5,"6/23/2025","groupA"
"130","518524","Simpson",0.69121923939402,518524,"13","M12","FishPed",9,1.1,"6/24/2025","groupA"
"131","518526","Simpson",0.631166115592341,518526,"19","M14","FishPed",7,1.1,"6/24/2025","groupA"
"132","518528","Simpson",0.758753252774204,518528,"14","M16","FishPed",5,1.1,"6/24/2025","groupA"
"133","518535","Simpson",0.705577135457985,518535,"31","M26","PJ",9,0.5,"6/25/2025","groupA"
"134","518540","Simpson",0.700728712515634,518540,"12","M31","PJ",1,1,"6/25/2025","groupA"
"135","518542","Simpson",0.61982707462373,518542,"30","unlabelled","PJ",5,0.75,"6/25/2025","groupA"
"136","518545","Simpson",0.578720428840181,518545,"38","M37","CresB",3,1,"6/26/2025","groupB"
"137","518547","Simpson",0.584807675098148,518547,"39","M39","CresB",5,0.85,"6/26/2025","groupB"
"138","518549","Simpson",0.565964422099351,518549,"42","M41","CresB",7,1,"6/26/2025","groupB"
"139","518555","Simpson",0.614776229400412,518555,"35","M47","L3F",3,0.85,"6/27/2025","groupB"
"140","518557","Simpson",0.731868012203785,518557,"49","M89","L3F",5,0.8,"6/27/2025","groupB"
"141","518559","Simpson",0.650993520694489,518559,"51","M50","L3F",7,0.8,"6/27/2025","groupB"
"142","518563","Simpson",0.720876436840114,518563,"59","M55","CblSH",1,1.3,"6/30/2025","groupD"
"143","518565","Simpson",0.602449579767077,518565,"62","M61","CblSH",5,1.1,"6/30/2025","groupD"
"144","518567","Simpson",0.720912188367263,518567,"67","M58","CblSH",9,1.1,"6/30/2025","groupD"
"145","518568","Simpson",0.753482596211293,518568,"33","M66","CblD",1,3.2,"6/30/2025","groupD"
"146","518570","Simpson",0.75857982298072,518570,"36","M70","CblD",5,3.4,"6/30/2025","groupD"
"147","518571","Simpson",0.649875164026408,518571,"34","M72","CblD",7,3.4,"6/30/2025","groupD"
"148","518585","Simpson",0.588805786174309,518585,"77","M105","Crch",3,3.35,"7/2/2025","groupD"
"149","518587","Simpson",0.622932450520179,518587,"76","M103","Crch",5,3.04,"7/2/2025","groupD"
"150","518591","Simpson",0.612206018861676,518591,"83","M108","Crch",9,3.96,"7/2/2025","groupD"
"151","518595","Simpson",0.624903261934104,518595,"78","M149","SambD",3,3,"7/3/2025","groupC"
"152","518597","Simpson",0.681922623716555,518597,"72","M78","SambD",5,3.6,"7/3/2025","groupC"
"153","518601","Simpson",0.708984042766476,518601,"84","M77","SambD",9,3.2,"7/3/2025","groupC"
"154","518605","Simpson",0.611680911168197,518605,"95","M97","SambSH",3,2.2,"7/3/2025","groupC"
"155","518607","Simpson",0.597044893307967,518607,"93","M93","SambSH",5,2.1,"7/3/2025","groupC"
"156","518609","Simpson",0.555496281698636,518609,"96","M91","SambSH",7,2.1,"7/3/2025","groupC"
"157","518615","Simpson",0.591987372728618,518615,"103","M84","SacrD",3,3.2,"7/4/2025","groupD"
"158","518617","Simpson",0.583224553784377,518617,"102","M112","SacrD",5,3.1,"7/4/2025","groupD"
"159","518619","Simpson",0.692926047489525,518619,"100","M86","SacrD",7,3.1,"7/4/2025","groupD"
"160","518623","Simpson",0.740549304634492,518623,"114","M118","SacrSH",1,1.5,"7/7/2025","groupD"
"161","518627","Simpson",0.771158885503404,518627,"118","M120","SacrSH",5,1.5,"7/7/2025","groupD"
"162","518629","Simpson",0.582418303352041,518629,"119","M122","SacrSH",7,1.5,"7/7/2025","groupD"
"163","518633","Simpson",0.731157724293244,518633,"121","M132","TH",1,1,"7/9/2025","groupC"
"164","518637","Simpson",0.575272525957256,518637,"124","M129","TH",5,2.1,"7/9/2025","groupC"
"165","518641","Simpson",0.569934049115574,518641,"129","M123","TH",9,3.2,"7/9/2025","groupC"
"166","518645","Simpson",0.762016082373185,518645,"139","M133","PadH",3,4.6,"7/10/2025","groupC"
"167","518647","Simpson",0.626373532653191,518647,"130","M136","PadH",5,5.5,"7/10/2025","groupC"
"168","518651","Simpson",0.708146342994933,518651,"134","M139","PadH",9,5.8,"7/10/2025","groupC"
"169","518514","InvSimpson",3.90952619843437,518514,"2","M3","PH",3,0.6,"6/23/2025","groupA"
"170","518515","InvSimpson",3.84568435344922,518515,"3","M1","PH",1,0.65,"6/23/2025","groupA"
"171","518517","InvSimpson",3.24143981939072,518517,"5","M5","PH",5,0.5,"6/23/2025","groupA"
"172","518524","InvSimpson",3.23854374228986,518524,"13","M12","FishPed",9,1.1,"6/24/2025","groupA"
"173","518526","InvSimpson",2.71124764365395,518526,"19","M14","FishPed",7,1.1,"6/24/2025","groupA"
"174","518528","InvSimpson",4.1451336090515,518528,"14","M16","FishPed",5,1.1,"6/24/2025","groupA"
"175","518535","InvSimpson",3.39647534356931,518535,"31","M26","PJ",9,0.5,"6/25/2025","groupA"
"176","518540","InvSimpson",3.34144985443095,518540,"12","M31","PJ",1,1,"6/25/2025","groupA"
"177","518542","InvSimpson",2.63038194792611,518542,"30","unlabelled","PJ",5,0.75,"6/25/2025","groupA"
"178","518545","InvSimpson",2.373720608495,518545,"38","M37","CresB",3,1,"6/26/2025","groupB"
"179","518547","InvSimpson",2.40852236427153,518547,"39","M39","CresB",5,0.85,"6/26/2025","groupB"
"180","518549","InvSimpson",2.30395859444707,518549,"42","M41","CresB",7,1,"6/26/2025","groupB"
"181","518555","InvSimpson",2.59589380593916,518555,"35","M47","L3F",3,0.85,"6/27/2025","groupB"
"182","518557","InvSimpson",3.72950653228297,518557,"49","M89","L3F",5,0.8,"6/27/2025","groupB"
"183","518559","InvSimpson",2.86527631804974,518559,"51","M50","L3F",7,0.8,"6/27/2025","groupB"
"184","518563","InvSimpson",3.58264271449983,518563,"59","M55","CblSH",1,1.3,"6/30/2025","groupD"
"185","518565","InvSimpson",2.51540420813567,518565,"62","M61","CblSH",5,1.1,"6/30/2025","groupD"
"186","518567","InvSimpson",3.58310165589009,518567,"67","M58","CblSH",9,1.1,"6/30/2025","groupD"
"187","518568","InvSimpson",4.05650872770472,518568,"33","M66","CblD",1,3.2,"6/30/2025","groupD"
"188","518570","InvSimpson",4.14215585601255,518570,"36","M70","CblD",5,3.4,"6/30/2025","groupD"
"189","518571","InvSimpson",2.85612415131677,518571,"34","M72","CblD",7,3.4,"6/30/2025","groupD"
"190","518585","InvSimpson",2.43194083568478,518585,"77","M105","Crch",3,3.35,"7/2/2025","groupD"
"191","518587","InvSimpson",2.65204471023703,518587,"76","M103","Crch",5,3.04,"7/2/2025","groupD"
"192","518591","InvSimpson",2.57868881065306,518591,"83","M108","Crch",9,3.96,"7/2/2025","groupD"
"193","518595","InvSimpson",2.66597892894585,518595,"78","M149","SambD",3,3,"7/3/2025","groupC"
"194","518597","InvSimpson",3.14388911177662,518597,"72","M78","SambD",5,3.6,"7/3/2025","groupC"
"195","518601","InvSimpson",3.43623768781021,518601,"84","M77","SambD",9,3.2,"7/3/2025","groupC"
"196","518605","InvSimpson",2.57520175742156,518605,"95","M97","SambSH",3,2.2,"7/3/2025","groupC"
"197","518607","InvSimpson",2.48166603026642,518607,"93","M93","SambSH",5,2.1,"7/3/2025","groupC"
"198","518609","InvSimpson",2.24969996611372,518609,"96","M91","SambSH",7,2.1,"7/3/2025","groupC"
"199","518615","InvSimpson",2.45090453863544,518615,"103","M84","SacrD",3,3.2,"7/4/2025","groupD"
"200","518617","InvSimpson",2.39937359333457,518617,"102","M112","SacrD",5,3.1,"7/4/2025","groupD"
"201","518619","InvSimpson",3.25654452884892,518619,"100","M86","SacrD",7,3.1,"7/4/2025","groupD"
"202","518623","InvSimpson",3.8542968581804,518623,"114","M118","SacrSH",1,1.5,"7/7/2025","groupD"
"203","518627","InvSimpson",4.36984412613004,518627,"118","M120","SacrSH",5,1.5,"7/7/2025","groupD"
"204","518629","InvSimpson",2.39474097650177,518629,"119","M122","SacrSH",7,1.5,"7/7/2025","groupD"
"205","518633","InvSimpson",3.71965308421495,518633,"121","M132","TH",1,1,"7/9/2025","groupC"
"206","518637","InvSimpson",2.35445093881391,518637,"124","M129","TH",5,2.1,"7/9/2025","groupC"
"207","518641","InvSimpson",2.3252247659772,518641,"129","M123","TH",9,3.2,"7/9/2025","groupC"
"208","518645","InvSimpson",4.20196461160923,518645,"139","M133","PadH",3,4.6,"7/10/2025","groupC"
"209","518647","InvSimpson",2.67646991686961,518647,"130","M136","PadH",5,5.5,"7/10/2025","groupC"
"210","518651","InvSimpson",3.42637474637721,518651,"134","M139","PadH",9,5.8,"7/10/2025","groupC"
"211","518514","Fisher",36.8875274075195,518514,"2","M3","PH",3,0.6,"6/23/2025","groupA"
"212","518515","Fisher",37.7759215558459,518515,"3","M1","PH",1,0.65,"6/23/2025","groupA"
"213","518517","Fisher",37.9362419268295,518517,"5","M5","PH",5,0.5,"6/23/2025","groupA"
"214","518524","Fisher",37.7874950420058,518524,"13","M12","FishPed",9,1.1,"6/24/2025","groupA"
"215","518526","Fisher",37.1386005728986,518526,"19","M14","FishPed",7,1.1,"6/24/2025","groupA"
"216","518528","Fisher",37.9137479346036,518528,"14","M16","FishPed",5,1.1,"6/24/2025","groupA"
"217","518535","Fisher",37.4471482942339,518535,"31","M26","PJ",9,0.5,"6/25/2025","groupA"
"218","518540","Fisher",36.5861805988068,518540,"12","M31","PJ",1,1,"6/25/2025","groupA"
"219","518542","Fisher",36.6793936142476,518542,"30","unlabelled","PJ",5,0.75,"6/25/2025","groupA"
"220","518545","Fisher",36.6122417494794,518545,"38","M37","CresB",3,1,"6/26/2025","groupB"
"221","518547","Fisher",36.9049563799014,518547,"39","M39","CresB",5,0.85,"6/26/2025","groupB"
"222","518549","Fisher",36.1313570775206,518549,"42","M41","CresB",7,1,"6/26/2025","groupB"
"223","518555","Fisher",37.2370978304399,518555,"35","M47","L3F",3,0.85,"6/27/2025","groupB"
"224","518557","Fisher",37.2475230413061,518557,"49","M89","L3F",5,0.8,"6/27/2025","groupB"
"225","518559","Fisher",37.2157960986768,518559,"51","M50","L3F",7,0.8,"6/27/2025","groupB"
"226","518563","Fisher",37.184042207114,518563,"59","M55","CblSH",1,1.3,"6/30/2025","groupD"
"227","518565","Fisher",36.813083700644,518565,"62","M61","CblSH",5,1.1,"6/30/2025","groupD"
"228","518567","Fisher",37.7810982588048,518567,"67","M58","CblSH",9,1.1,"6/30/2025","groupD"
"229","518568","Fisher",37.2346192201188,518568,"33","M66","CblD",1,3.2,"6/30/2025","groupD"
"230","518570","Fisher",37.1282308593901,518570,"36","M70","CblD",5,3.4,"6/30/2025","groupD"
"231","518571","Fisher",36.6588005474457,518571,"34","M72","CblD",7,3.4,"6/30/2025","groupD"
"232","518585","Fisher",37.4562767345992,518585,"77","M105","Crch",3,3.35,"7/2/2025","groupD"
"233","518587","Fisher",37.2880824360499,518587,"76","M103","Crch",5,3.04,"7/2/2025","groupD"
"234","518591","Fisher",36.9981377234149,518591,"83","M108","Crch",9,3.96,"7/2/2025","groupD"
"235","518595","Fisher",36.7039504912822,518595,"78","M149","SambD",3,3,"7/3/2025","groupC"
"236","518597","Fisher",37.0374864728654,518597,"72","M78","SambD",5,3.6,"7/3/2025","groupC"
"237","518601","Fisher",36.5660431980211,518601,"84","M77","SambD",9,3.2,"7/3/2025","groupC"
"238","518605","Fisher",36.9013310294024,518605,"95","M97","SambSH",3,2.2,"7/3/2025","groupC"
"239","518607","Fisher",37.3577424006208,518607,"93","M93","SambSH",5,2.1,"7/3/2025","groupC"
"240","518609","Fisher",37.7700619893179,518609,"96","M91","SambSH",7,2.1,"7/3/2025","groupC"
"241","518615","Fisher",37.9460925320294,518615,"103","M84","SacrD",3,3.2,"7/4/2025","groupD"
"242","518617","Fisher",37.4620277629435,518617,"102","M112","SacrD",5,3.1,"7/4/2025","groupD"
"243","518619","Fisher",36.9036537432508,518619,"100","M86","SacrD",7,3.1,"7/4/2025","groupD"
"244","518623","Fisher",37.5793599778438,518623,"114","M118","SacrSH",1,1.5,"7/7/2025","groupD"
"245","518627","Fisher",37.4218697817488,518627,"118","M120","SacrSH",5,1.5,"7/7/2025","groupD"
"246","518629","Fisher",37.3274561243223,518629,"119","M122","SacrSH",7,1.5,"7/7/2025","groupD"
"247","518633","Fisher",37.546419033527,518633,"121","M132","TH",1,1,"7/9/2025","groupC"
"248","518637","Fisher",37.8992316947344,518637,"124","M129","TH",5,2.1,"7/9/2025","groupC"
"249","518641","Fisher",37.1686812331599,518641,"129","M123","TH",9,3.2,"7/9/2025","groupC"
"250","518645","Fisher",38.3208744364856,518645,"139","M133","PadH",3,4.6,"7/10/2025","groupC"
"251","518647","Fisher",37.7213154961809,518647,"130","M136","PadH",5,5.5,"7/10/2025","groupC"
"252","518651","Fisher",38.1523891276446,518651,"134","M139","PadH",9,5.8,"7/10/2025","groupC"
"253","518514","Pielou",0.475364507494899,518514,"2","M3","PH",3,0.6,"6/23/2025","groupA"
"254","518515","Pielou",0.4747835661343,518515,"3","M1","PH",1,0.65,"6/23/2025","groupA"
"255","518517","Pielou",0.460349422830283,518517,"5","M5","PH",5,0.5,"6/23/2025","groupA"
"256","518524","Pielou",0.454581123153508,518524,"13","M12","FishPed",9,1.1,"6/24/2025","groupA"
"257","518526","Pielou",0.431807269910321,518526,"19","M14","FishPed",7,1.1,"6/24/2025","groupA"
"258","518528","Pielou",0.469519418866314,518528,"14","M16","FishPed",5,1.1,"6/24/2025","groupA"
"259","518535","Pielou",0.473049303003367,518535,"31","M26","PJ",9,0.5,"6/25/2025","groupA"
"260","518540","Pielou",0.465506344370725,518540,"12","M31","PJ",1,1,"6/25/2025","groupA"
"261","518542","Pielou",0.437341924109626,518542,"30","unlabelled","PJ",5,0.75,"6/25/2025","groupA"
"262","518545","Pielou",0.402819454090358,518545,"38","M37","CresB",3,1,"6/26/2025","groupB"
"263","518547","Pielou",0.401814814139588,518547,"39","M39","CresB",5,0.85,"6/26/2025","groupB"
"264","518549","Pielou",0.394520959998393,518549,"42","M41","CresB",7,1,"6/26/2025","groupB"
"265","518555","Pielou",0.431079419016416,518555,"35","M47","L3F",3,0.85,"6/27/2025","groupB"
"266","518557","Pielou",0.481227523039271,518557,"49","M89","L3F",5,0.8,"6/27/2025","groupB"
"267","518559","Pielou",0.451185213968864,518559,"51","M50","L3F",7,0.8,"6/27/2025","groupB"
"268","518563","Pielou",0.472598573606911,518563,"59","M55","CblSH",1,1.3,"6/30/2025","groupD"
"269","518565","Pielou",0.417152506295658,518565,"62","M61","CblSH",5,1.1,"6/30/2025","groupD"
"270","518567","Pielou",0.46520375103989,518567,"67","M58","CblSH",9,1.1,"6/30/2025","groupD"
"271","518568","Pielou",0.476950474934246,518568,"33","M66","CblD",1,3.2,"6/30/2025","groupD"
"272","518570","Pielou",0.496829142645096,518570,"36","M70","CblD",5,3.4,"6/30/2025","groupD"
"273","518571","Pielou",0.44809325928583,518571,"34","M72","CblD",7,3.4,"6/30/2025","groupD"
"274","518585","Pielou",0.419086861353599,518585,"77","M105","Crch",3,3.35,"7/2/2025","groupD"
"275","518587","Pielou",0.434384517436765,518587,"76","M103","Crch",5,3.04,"7/2/2025","groupD"
"276","518591","Pielou",0.435755280477001,518591,"83","M108","Crch",9,3.96,"7/2/2025","groupD"
"277","518595","Pielou",0.426327695762662,518595,"78","M149","SambD",3,3,"7/3/2025","groupC"
"278","518597","Pielou",0.442334341110471,518597,"72","M78","SambD",5,3.6,"7/3/2025","groupC"
"279","518601","Pielou",0.456168986350994,518601,"84","M77","SambD",9,3.2,"7/3/2025","groupC"
"280","518605","Pielou",0.418524836330298,518605,"95","M97","SambSH",3,2.2,"7/3/2025","groupC"
"281","518607","Pielou",0.407311913466727,518607,"93","M93","SambSH",5,2.1,"7/3/2025","groupC"
